582	Lauder Gate	0101000020E6100000A91585E14C105440964328422C2B2A40
584	Baby Hospital	0101000020E6100000FE30BE3F90105440E1F6DB09BC262A40
590	LIC	0101000020E6100000EBC726F911115440B1A547533D212A40
592	Thousand Lights	0101000020E61000001039017683105440B017D02C851D2A40
600	NKT school	0101000020E61000009C9B80708F115440E1654471E01A2A40
601	Loyds Colony	0101000020E6100000C90050C58D1154408B71FE26141A2A40
602	Loyds Road	0101000020E61000000E61806D921154400347FA9BED172A40
605	Sanskrit College	0101000020E6100000AB2604822B115440D330BE601E152A40
606	Luz	0101000020E6100000AEE13B94151154402D3FD3BFE2122A40
607	Alwarpet	0101000020E6100000B329577897105440969526A5A0132A40
608	Ramaswamy	0101000020E61000009738F24064105440B88FDC9A74132A40
609	Eldams Road	0101000020E61000004CB4BB7203105440B839B61AE9132A40
610	Vanavil	0101000020E6100000D13B1570CF0F5440583849F3C7142A40
613	T Nagar	0101000020E6100000F54883DBDA0E54403604C765DC142A40
615	Indian Bank	0101000020E6100000B366BF492E0E544091896BE7C1142A40
616	Postal Colony	0101000020E6100000194EC21A210E5440E0F3E416CA122A40
617	Ashok Pillar	0101000020E61000000CC4BA0A8C0D544035140C21C6112A40
619	Kamarajar Salai	0101000020E61000008A39083A5A0D5440D2A755F487162A40
621	Amman Koil	0101000020E6100000FC6EFC81990C5440598D5F5717142A40
622	Amutham	0101000020E6100000774CDD955D0C544017618A7269142A40
624	Ajantha	0101000020E6100000B9FDF2C98A0C5440AE2D3C2F15132A40
628	MGR Nagar	0101000020E61000008D7F9F71E10C5440AF0B3F389F122A40
629	Tata Udipi	0101000020E61000007347FFCBB50C5440371B2B31CF122A40
630	Ajantha	0101000020E61000008D6602D1950C54408BF082CAF0122A40
633	Amman Koil	0101000020E610000025658333950C5440226129DC3C152A40
635	Shivan Park	0101000020E6100000C960FF54200D5440CC6D6F7508152A40
637	St Matthaias Church	0101000020E6100000200890A1630D54402BA391CF2B162A40
638	Murugan Store	0101000020E610000006F357C85C0D544072A59E05A1142A40
639	ESI	0101000020E6100000AA02FFA5560D5440AFA4CB5136132A40
641	Ram Colony/Nagar	0101000020E610000011A96917D30D54407D3F355EBA112A40
642	Postal Colony	0101000020E61000007A873ECC1C0E5440C4FC687A81122A40
645	Pothys/Panagal Park	0101000020E61000002DA2FD7ACB0E544088D220FDDD142A40
646	T Nagar	0101000020E6100000E615FCF4E70E5440B625381690152A40
647	Pondy Bazaar	0101000020E6100000A26FFBB3190F54407B4386FA02152A40
648	Holy Angels Convent	0101000020E61000003A58FFE7300F54407A51DC6DEE142A40
783	Porur	0101000020E6100000EAC3C430F10954401FE8B2E265112A40
651	Gandhi Salai	0101000020E6100000688FFE3401105440A32EC67E1E122A40
652	Alwarpet Petrol Bunk	0101000020E6100000801FFE2F511054403BC0174FD2122A40
653	Anjaneyar Koil	0101000020E6100000BFD9FF63951054407A6EE347E3132A40
654	CIT Colony	0101000020E6100000FD8F02FAB31054401305C09914142A40
656	Sanskrit College	0101000020E61000002D0B26FE28115440DA38622D3E152A40
658	Pattinampakkam Terminus	0101000020E6100000B115342DB1115440412B3064750B2A40
659	Globus	0101000020E6100000651BB803750F5440209C4F1DAB142A40
660	Anna Square	0101000020E6100000961D454A31125440A69718CBF4212A40
661	Poonamallee	0101000020E6100000726980FB0F065440BF96FCF4441A2A40
663	Parrys Corner	0101000020E61000004860FFB78A125440FA2BBF677F2D2A40
668	Light House	0101000020E61000009FA37EACDA115440BA24B5ED07142A40
669	Pattinambakkam	0101000020E6100000773D03B0A21154400C2DA171970D2A40
